index,comment_id,text
38017,17939261596228956,"@olgzoti Дане после завтра будет 6. Пока нет ни речи, ни понимания как соображает. Посмотрим) верю в лучшее, читала в книге «Пластичность мозга»: один парень в 24 заговорил! Всякое бывает)) слышала про девочку что в 9 заговорила, вообщем возраст не показатель, главно чтоб речь появилась)"
31594,17992290817033512,"@zhamiliabolotbekova дневник/ записки/ блокнот, я вела ещё со школы. Любая тетрадка подойдёт. Когда думаешь мои мысли, из сложно рассмотреть. Когда напишешь на листочке, все стразу строится перетяну твоими глазами. Можно увидеть полную картину и помочь самой себе написать историю жизни, которая тебе нравится"
38158,17955275950218048,"Здравствуйте. Чем вредны куклы? Дочке 3года 3месяца очень любит куклы: лялечки, дом с семьёй и много всяких кукл. Даю деревянные развивающие игрушки и краски, редко к ним притрагивается. Любит проигрывать с куклами театр, особенно Пушкинские сказки. Но мы не ходим в садик из-за здоровья, детей редко видит,любит ходить в гости."
8968,17898054883051124,"А если наоборот использовать подготовку к школе, чтобы уменьшить стресс при приходе в школу на 1 сентября. Ребенок будет знать школу, знать где что находится и учителей. И оценки на  подготовке( если они там есть?!) которая кстати всего лишь 2 раза в неделю, не принимать всерьёз. Я обязательно отдам на подготовку и именно в ту школу, в которую пойдем. Чтобы 1 сентября не так стрессовать."
46281,17858609788582160,"Уа алейкум салям уа рахматуЛлахи уа баракатух. Меня зовут Юлия,и в последнюю неделю после мрт позвоночника я искала себе остеопата-женщину,но у нас в Башкирии я не знаю и не слышала о каких то конкретных лицах восторженных отзывов,и тут ,СубханАллах,у сестры Хавы сторис!!! Как раз с мужем планировали посетить Казань,так что сейчас он уладит свои рабочие моменты и обговорим поездку ин шаа Аллах! Очень хочу к Вам попасть и детей показать ин шаа Аллах!"
20042,17874627334229324,"Подтверждаю - все Тру! 😀 А ещё они водят туда полуздоровых детей (насморк - не болезнь, утони в соплях, но приди в сад), плохо следят за дисциплиной (пусть хоть в луже валяются, только бы друг другу не мешали)  и каждый год меняют воспитателей - только привыкнешь,  а тебе уже новую дают 🙈"
54629,17877809071488934,"Здравствуйте @timivanov !обратите пожалуйста внимание на маленького Диму @savedima2020🙏🏻В России ему помочь не могут,атлетки с таким крайне редким генетическим заболеванием доживают до 2 лет!Америка согласилась помочь Диме и выставила счёт в размере 2,5 млн$-163 млн руб!это немыслимая сумма!!!поэтому просим всех и каждого!не пройдите мимо !ведь все детки должны ЖИТЬ!🙏🏻🆘"
47242,17866202698523632,"Пластик, стекло, батарейки.Я почему-то думала, что у нас все частники или хотя бы заводы все ещё уделяют внимание утилизации опасных отходов. Оказалось нет.. Поэтому когда в гостинице работала, собирала батарейки, а потом сама их отвозила в пункт приема. Просто не могла смотреть как их спокойно выбрасывают. Очень расстраивает, что некоторые пункты приема закрываются через время:("
23360,17864243704268428,"На днях удаляла свои восьмерочки, все были не прорезавшимися, поэтому решили сделать  не полный наркоз, а только седацию( медикаментозный сон). Операции не помню, как и остатка того дня😀 сейчас хожу со швами и питаюсь только жидким или в виде пюре, но ничего, ведь красота требует жертв😉😃"
60279,17848519189788914,"@polik_matveeva но ведь они знают, что приехали в отель, где есть дети, а значит, они могут шуметь. Даже с утра) что самое плохое случится? Ну прийдут они и скажут, ай-ай-ай, и что? Мир рухнет? и снова упираемся, что интересы других важнее интересов ребенка."
56107,17849201854765896,"Полина, хотим продолжения спектакля!!! 1 мин - это очень мало. Умница, Кристина, все сама полностью придумала и реализовала! Сын буквально недавно по своей инициативе стал делать первые попытки рассказывать истории, начиная должным образом ;) ""Once upon a time..."". И я тоже безмерно была довольна!"
59591,18046221208210496,"Дэвид Иглмен ""Инкогнито. Тайная жизнь мозга""  О том, что  биология мозга иногда сильнее влияет на психологию. Гормоны, вирусы, психотропные вещества или болезнь - многое может внести свой вклад в наши решения и поведение. Про химию мозга и наше  настоящее ""я"" 😎."
12347,17852366878218294,"@brrrighty у меня старший в этом году школу закончил и я сделала кое-какие выводы, что там важно, а что не особо😉 раньше тоже истерила-уроки🙈оценки🙉, ругала даже за 4. И так меня это всё зае...ло, и теперь главное для меня-мое и дочкино душевное спокойствие и не убить в ней интерес к учёбе своими завышенными требованиями и сверхожиданиями😁"
55591,18034459420229492,"Я дети 80х. Стараюсь хотя бы раз в пятилетку распечатывать фотографии)) Тоже делаю альбомы. В этом году под ёлку положу два семейных фотоальбома. Уже забрала их из печати и решила не показывать своим, а вместе В Новый год их распечатать и посмотреть))"
47934,17984771647305092,"@hbv_82 ну и что хочу сказать - пол мира себя именуют Христианами, а ходят в церковь лишь на Пасху или покреститься, зато яро бьют себя в грудь, что они христиане  Светский Ислам - не настолько утрирован, конечно, все основные принципы - сохранены. Но именно принуждение, в т.ч. и в ношении хиджаба - это не про Ислам, а про приверженцев ИГ. Если женщина сама решит сделать богоугодное дело и покрыться - это ее право и большой плюс перед Всевышним. Если же нет - это ЕЕ грех, за которы ее нельзя осуждать, она сама за него ответит."
46662,17844072652747856,"Так, почитала пост и коменты и запуталась. 1) при открытии иис есть ограничения, на какую сумму будет возврат 13%? Про страхование жизни мне сегодня рассказывали, что 120тыс максимум - с любой большей суммы возвращается 13% от 120к. 2) если открыть иис в конце года и положить х руб то сколько должны там быть эти деньги и когда можно получить обратно х руб? 3) если работает только муж, то мне не имеет смысла открывать иис по пункту 2? 4) если выйти на работу в декабре, то вернётся максимум сумма НДФЛ за декабрь?"
27603,17917463659216544,"Потерялась в 11 часов вечера в Дублинском пригороде😵 При том меня ждала с занятий ирландская семья, которая уже была готова звонить  учителям в колледже Это было в первый день пребывание в Ирландии и я перепутала остановки, телефон разрядился, карту я потеряла 🤦🏻‍♀️ Просто шла по темным переулкам и рыдала(при том ещё людей на улице не было)  Спустя 1,5 часа увидела на улице старшую сестру 😍😍😍она видимо тоже гуляла, пыталась меня найти"
40610,17949316243224342,"@izuminka_tortzhestva вот я тоже только про эту пружинку подумала 🤷🏻‍♀️ но! Фиксатор венчика (штырёк этот) не даст ее ослабить ведь 😅 он же и держит венчик в одном положении 🤔 ни выше, ни ниже 🤔 вот и стало интересно, может у Вас ещё какая пружинка есть 😅"
12036,17910975364028160,"Сегодня первый раз я побывала на мероприятии Усабрь! Это благотворительная акция уже несколько лет идёт в питере) мужчины открывают сезон небритья и в течение месяца собирают деньги для Организации Бабочка, которая поддерживает детей инвалидов. Это происходит весело, в формате творческой акции, с соревновательным духом и сегодня по итогу мужчины торжественно сбрили усы и дети получили большую финансовую поддержку! Спасибо за это Евгению Шульгину!"
13227,17900891578082368,"Так Генри Миллер писал о Греции 💙🏛 «Миллер, тебе понравится Греция, я в этом убежден»... Она тебе понравится ... «Господи, она мне нравится!» Никогда прежде не видел я такого неба. Такого изумительного неба. Я чувствовал себя совершенно оторванным от Европы. Я ступил в новое царство свободного человека — все объединилось, чтобы произвести на меня впечатление небывалое и оплодотворяющее. Боже мой, я был счастлив! Но впервые в жизни, будучи счастлив, я полностью это осознавал. Удивительные вещи случаются с человеком, попавшим в Грецию, — удивительно замечательные , какие не случаются больше нигде на земле. Так или иначе, почти как если бы Он одобрительно кивал ей с высоты, Греция поныне остается под покровительством Создателя. Люди могут биться как рыба об лед даже в Греции, но Божие благословение по-прежнему лежит на них, и, не важно, что может или что попытается сотворить людское племя, Греция по-прежнему остается священным местом, и я убежден: такой она останется до скончания времен."
38319,17997919780112422,"Ну вообще это логично. Люди очень закрепощены, зажаты и стеснительны. Это результат навязывания стереотипов поведения, социальных норм и т.п. А алкоголь этот барьер убирает. И, как следствие, человек становится смелее в своих порывах и рассуждениях. Но тут да, главное не переборщить с алкоголем)"
17972,17929622686077496,"@_curly_polly кстати, зиппи/тутис тоже все ругают, качество плохое, часто ломается... про рико бруно(которое мы взяли) ничего особо сказать не могу-девочка посоветовала и цвет (бирюзовый с белым) мне очень понравился, цвет стал решающим фактором)) ну и легкая, катается хорошо (по магазину)))"
20439,17850192508265164,"@vikagrey я не знаю сколько ей лет :) У нас был семинар из 4-х человек (включая ее) и мы за весь семинар не разу не заговорили про возраст. Он просто не имеет никакого значения, люди должны перестать зацикливаться на этом 🙌🏼❤️ А детей у них нет. Она сказала: «отсутсвие у меня детей - это мой вклад в это общество», продолжила эту фразу тем, что если люди не хотят детей, они не должны чувствовать себя Guilty за это 👍🏼 с идеями познакомилась где-то полтора года назад, случайно наткнулась на аудио где Жак рассказывал что-то, что меня зацепило. Не помню о чем он тогда говорил, помню что простота изложения и глубина поразила."
5581,17870470837101308,"От лета я, прежде всего, жду встречи с морем....Знаете ли вы чем пахнет море в сентябре?... Питерцы усмехнуться - ну какое же это лето....сентябрь это уже осень! Если ты живешь в Ростове-на-Дону, сентябрь это еще совсем лето! И в сентябре мы ездим на море... и в это время оно пахнет арбузом! Прозрачная, изумрудного цвета вода с незабываемым запахом лета! Такое бывает только на нашем Черноморском побережье!"
5080,17881979362029776,"@ma_shu_lia Машуль, знаешь толстокожесть это оказывается вторичная выгода. Толстым быть не плохо, зимой теплее. Говорить об этом можно бесконечно. И к своей стройности я иду (делаю) своими всевозможными шагами (своей головой), хоть и перебегаю к помощи психолога. На войне все средства хороши. Надежда, вера, любовь в себя всегда со мной:)"
19371,17903545129199764,"@vishe___oblakov есть еще договор официальный. Но это страховка от крайних случаев неадеквата, такое отсеивается еще на предварительных переговорах, конечно. Обычно по людям более менее понятно насколько они опытны в обращении с собаками либо, хотя бы какой у них энтузиазм. Верим в лучшее )"
31908,17974360963123932,"Для решения кейса про автомобили мне не хватает информации и я бы попросил вводные дополнительно. Например, есть ли курьерские службы или курьеру а компании. Автомобиль еомпании- что имеется в виду? Заказ такси в Гет такси? Автомобиль без водителя? Один на всех. Личный , зарезервированный авто под директора? Наличие личного водителя у директора? Может быть директор ездит сам на своей авто , поставив её на возмещение затрат а компании? Я встречал все эти случаи. В зависимости от вводнвх только для директора у меня варианты: оставит ему авто компании (особенно если у него персональный водитель или личный авто), заказать ему такси уровня ВИП по его требованию, пока сам возможно отлучился. , Забрать у него авто его и поехать встречать важного клиента в аэропорт, если положено по протоколу. Тут может быть по-разному. К авто может и директор потребоваться. Протокол же. Можно авто компании, если это обычный нарасхват отправить с документами, клиенту такси а сам с директором по его важному делу. И директору бывает нужен собеседник.  И челоаек, знающий город и место, куда ехать. Вариантов просто масса. А.С. Макаренко ещё говорил в 1939 году про компетенцию ориентирование. Скоро 100 лет уж будет. А"
47830,18081052741142964,"@ugolovnye_voprosy  спасибо конечно за индивидуальную строчку😆 если будете такое реально делать, буду добавлять это в сториз))) я нечего не путаю. Это ты походу перепутал и втираешь тут за мусарье, что они прям дартаньяны все😂, но это не так, ты сам об этом в курсе. ""Изливать свою боль..."" Какая боль, дебильнутый? Простое выражение мнения."
35631,18005101021009580,"Проблемный вопрос, поднятый из руин. Малую авиацию возрождать надо. Это необходимость и это очевидно. Вообще удивляет, как такой удобный и доступный вид транспорта исчез из России, в то время, когда малая авиация популярна и развита даже в отсталых странах"
52804,17923470019350328,"С 4 лет занимаюсь гимнастикой, сейчас мне 14 и у меня серьёзные проблемы со здоровьем, из-за той же гимнастики. В зале проводила больше времени, чем в школе, с каждым годом успеваемость падала. Вот те две причины по которым я бросила. Много денег уходило, одни купальники около 20 тысяч стоят. Считаю, что зря потратила время. Безусловно, много медалей и кубков стоят на полке, только вот зачем они мне нужны? До мс не дошла, врач запретил, и кроме сколиоза, больных суставов и мышц и  многочисленных синяков у меня от гимнастики ничего не осталось"
50104,17900211100397108,"@onko_psyholog рак у него был 20 лет назад. В этом году повторился, но другой. Во время заметили. Просто операция и точечная лучевая. Даже первую стадию не поставили. Сказали 100%здоров. Потом пришёл страх смерти. Я предложила психолога-онколога. Начал ходить, а потом как переклинило и всю агрессию на меня. Обвинил во всем. Что жили плохо и не так, семья не нужна, хочу жить для себя, мне хорошо одному, оставь меня и т. Д. Плохо ему эмоционально. Я вижу, но он молчит и не хочет говорить. А мне больно и обидно и что делать я не знаю. ((("
24154,17905570600207824,"@alekseenkova_v кто не боится все заявились уже)своих не стеснялась, а на улице не рискнула еще ни разу, тут одна мадам, выходя(!) из поликлинники, вывалила на нас свое богатство, при этом продолжая кормить, я до сих пор в шоке😬представляю, что мужчины испытывают.."
28270,17938983475197488,"За 5 лет жизни дочери впервые встретила ребёнка с таким же именем.. Паулина. Прекраснейшее имя! Живота не была ни с кем. Все доктора шутили «Что ты здесь вообще делала?»При чем все 3 раза. Не знаю с чем это связано. Никогда прям худой не была, полной тоже."
27864,17848460404295124,"@neprostodeti писала, но пост удалился - организм не вырабатывает вшей например - тоже - пришельцы извне и размножаются на человеке, если для них комфортные условия: зараженный человек не моется, не меняет, не стирает и не подвергает бельё воздействию высоких температур - глажению. Выбор человека - мириться с паразитами или предпринимать меры для своего комфортного существования. Аналогия - позволять вредной микрофлоре развиваться или полезную заселять"
12342,17913539557023574,"Как человек с педагогическим образованием и опытом преподавания языка и детям и взрослым, я считаю, что для таких домашних заданий учитель должен давать базу, развивая соответствующие навыки. Потому что домашняя работа - это, прежде всего, повторение и закрепление изученного материала. Базы нет!  И грустно именно от этого!  И я помогаю не ребёнку, а его родителям, не имея под руками ни учебника, ни методичек начальной школы, чтобы разбираться, какого уровня предложения мне писать. Со своим я бы занималась по другой системе, и ставя в приоритет знания, а не скорость прохождения школьной программы."
41007,17993645521158920,"С 3м мы три недели каждый вечер лежали и такие : « неееет, только не сейчас, давай днём! Мы спать хотим»😅🤦🏻‍♀️ Реально тренировочные капец какими были. Душ и вибуркол-ношпа с массажем поясницы проясняли ситуацию))) Но реально стояла ныла в коленно-локтевой"
18374,17924248477125150,"@mama_charodeika класс, сейчас схожу к Вам почитаю! Интересно, а с какого возраста стали ходить на ""Библионочи""? Я так понимаю, и во взрослых библиотеках на этой акции довелось побывать) мы пока конкретно в этом вопросе новички, так что всё интересно!"
31039,17963640169142276,"@katyaboston блин, а я в лифте ехала с тобой Кать, в Евразии из ресторана О2,и Витальсон с тобой был.. такое неловкое состояние было все 6 этажей.. я подумала господи , я ещё меньше Кати ростом... ну а ты конечно худее в 100 раз😅😅😅 и думала здороваться - нет... что это за тупняк такой люди ловят???)))"
58629,17844967510845464,"@teplo_i_vkusno  сейчас одной-отлично, но внутри маааленький, противный  голосок пищит: ""а будет ли тебе хорошо одной в 60-70 годиков? А не пожалеешь ли ты, что не создала семью/детей и теперь умрешь не оставив следа, скорее наследив по жизни"".. философские мысли, но мешают😐"
8973,17870786641166860,"Спасибо за статью!  Мои школьные годы никак не отразились на отношениях с мамой, она конечно как и все мамы мечтала что бы я училась хорошо, тем более  в её табелях и аттестате только ""5"", по всем предметам. Но она никогда не напрягала меня по этому поводу,  ни разу не отругала за тройку,  а ещё у меня во 2м классе даже был КОЛ!) все из за поведения.  Мама очень смеялась))) и я изо всех сил буду стараться не ругать детей за плохие отметки,  а буду помогать получать хорошие!"
28885,17908360585227496,"Для тех кто возмущается, что Катя от жадности хочет моральный ущерб получить. Нормально так, даже суд возмутило, что человек украл, когда поймали отдал только то что украл, и ВСЕ. Где наказание ? Может Кате вообще отказаться от возмещения морального ущерба, пусть срок получит и подумает, что за все надо отвечать. И чужое - это ЧУЖОЕ. Брать чужое - недопустимо, не при каких обстоятельствах. А то так все сейчас начнут воровать, угонять  машины и тд. Отдавать если попался и все... Пусть дальше гуляет, ворует и не парится."
435,17852511289062160,"@inna_q7 ну телевизоры это я могу понять: те кто смотрят, они любят чтобы в каждой комнате. Про микроволновки тоже: мелкую технику я часто беру себе, маме и  иногда даже маме мужа. Если какая-то модель хорошая попалась. Но плита!!!! Ее точно невозможно взять в запас 🙈. Она ж огромная! Ее и перевезти, и хранить! Одни проблемы."
58990,18119890543045430,"Елена добрый день! Хочу лично от себя поблагодарить Вас за вчерашний праздник!!!Мне очень понравилось,Сима моя счастлива и довольная, очень радовалась!!!!Шоу для деток было на высшем уровне,это реально круто!!!За подарки спасибо а самое главное хочу поздравить Вас с титулом Посол Мира,это высочайшая награда всему тому,что Вы делаете!!!!Так держать и желаю не останавливаться на достигнутом а только вперёд!!!!Вы отличный пример для наших деток💐💐💐"
60704,18087163006086664,"Всегда верила и всегда загадываю. Но не сбывалось ни разу, видимо потому что не правильно строю фразу. А как правильно пока и сама не знаю. Очень хочу исправить ситуацию, чтобы мои мечты наконец стали исполняться. Вы такая мододец, говорите и пишите правильные и нужные вещи!👍🌷Всегда читаю вас и жить становиться легче!❤️❤️❤️"
30722,18017326420214496,"Хотела бы написать о нашем пенсионном фонде в Горячем Ключе Краснодарского края. Мы с мужем проработали всю жизнь и когда пришла пора на пенсию, нас удивили размером этой пенсии - у меня - 8000 с хвостиком, ну это ладно, а вот мужу зачислили... стыдно сказать - 6000р. Писала и президенту, но моё письмо попало в пенс. фонд России. И что? Отписочка пришла: разобраться на месте. Никто, естественно не стал разбираться, так и получает 6000р. Вопрос: зачем врать народу что у нас в стране минимальная пенсия 9000? Я не верю в наше правительство."
13246,17889199948133520,"Аня, и в Тбилиси найдутся невкусные места. Или это я зажралась 🙈 а вообще мне кажется сложно найти за пределами Грузии вкусную грузинскую кухню, даже если повар из Грузии. Я намеренно обхожу грузинские рестораны в Киеве или Алмате, просто не могу унять возмущения - каааак-кааак можно так продукты испортить? 😬"
12461,17907269017067644,"Мне очень нравится 😻 Есть пожелания к профилю, хотелось бы  больше фото работ в карусели, а ещё лучше видео до и после, было бы очень эффектно)) Я например люблю смотреть такие видео, где Волосы в движении, если только будет хватать на это времени, знаю, у вас плотная запись))"
16488,17856777439242112,"@natali.kaluga такое бывает в студиях, которые предлагают дизайн-проект в подарок или по ценам сильно ниже рынка, в таком случае они зарабатывают из других источников, а не на проекте. Бесплатны сыр бывает только в мышеловке. А добросовестная комплектация объекта осуществляется по договору комплектации и выгодна всем участвующим сторонам."
46273,17877778774474644,"@victoriamost с них бы кто -то с косил ,проводят свои испытания на детях ,почему то сами мед.работники не прививают своих детей и внуков ,сама лично слушала разговор мед.работника ,но всех в обязаловку заставляют ,тут две стороны медали ,если их и делать то все нормы должны быть соблюдены ,кто -то делает своим детям ,а кто -то нет ,и с какой стати они должны косить бабки ?Законом написано это ?"
25489,17943995632141092,"Выбор типа питания не всегда обусловлен этическими нормами или личными предпочтениями, иногда ешь то что доктор прописал) я за то чтобы никогда не говорить никогда, всякое может в жизни случится. Лично себя я считаю всеядной)) Но предпочитаю - овощи, фрукты, каши, молочку."
18234,17913607936187424,"Сайт помогатель. Но там много неадеквата, но встречаются хорошие. Когда я была студенткой (18 лет), то работала няней. Мы познакомились в храме (кришнаитском мамадорогая). Интересный опыт продлился 3 месяца, потом они уехали, а я не могла с ними. Ведь училась."
58513,18121000729027424,"Ого!!! Надо будет  обязательно там побывать😍😍😍 Очень люблю кавказскую кухню и атмосферу такую🙏🏻😻 Мы вот в Питере с семьей каждый месяц,куда-нибудь стараемся выходить в новое местечко,которое я нахожу,я очень много вкусных мест знаю у себя в городе и необычных🔥"
12419,17899777912129780,"Согласна с предыдущим мнением,что по первости такая реакция.Вот поэтому в жизни нельзя ничего делать на эмоциях.Потому что когда эмоции уходят и остается здравый  смысл,на многое начинаешь смотреть по другому.Я считаю что не надо идти на провокацию.Ведь для нас  неважно под каким флагом будут выступать спортсмены,мы то их знаем всех налицо.И как бы не хотели сломить и прогнать Россию-НИКОГДА И НИ У КОГО это не получится.Россия очень многое пережила и от этого она только становится сильнее.И в таких вот ситуациях народ начинает сплачиваться.Так что только вперёд за победами."
2253,17847824926121912,"@leysansergeevna я это написала только исходя из общего числа комментариев в осуждение веганов. Во представляете, человек пришел к великой идее, не ест мясо, верит в то, что делает добро. Но никому ничего не навязывает. Но каждый день люди, узнав, что человек веган, начинают задавать одни и те же вопросы. На протяжении, к примеру, 10 лет. И уже не хватает терпения и сил что-то кому-то отвечать. Многие не справляются и переходят на хамство. Но не тактично же спрашивать об этом! Это тоже самое, что спросить у молодой пары: ""а когда вы поженитесь?"", ""а почему нет у вас детей?"". Действительно устаешь всем доказывать то, что для вегана кажется истиной!!! И сколько осуждений в свой адрес слышишь порой...как будто ты не отказался от убийства животных, а, наоборот, делаешь что-то настолько ужасное, что не укладывается в голове у других людей."
13448,17908487305073216,"Мой тоже говорит, что было все в юности, а женился в 22 и уже 11 лет😅 а про группу риска - у нас, как гром среди ясного неба было, когда 50 летнему мужу сотрудницы поставили спид😱 она сначала не верила, а потом стали говорить, что у зубного заразился🤫 вроде и не в группе риска, но когда серьезные проблемы со здоровьем возникают, то стремненько становится - к косметологам и зубным - то мы ходим😥"
59834,17990151121286936,"Последние дни была совсем фигово. Но оказалось для счастья мало надо! Муж отвёз в магазин вчера! Купила себе 4 вещи по цене 2 (два платья, тернием, куда ж дома без них 😂 и свитер оверсайз, но новый!) детского кучу купили и ёлку в оби за 1т живую и большую и красивую! И сегодня поперло! Фотки готовы! И вот я уже красиво нарядила ёлочку чем было: мандарины, детские игрушки бибабо, фотки, шишки и яблоки...включила нам с дочкой рождественские песенки! Создала настрой как могла 😉"
38306,17922847417259626,"10 февраля в Уфе в здании оперного театра ваш концерт.... Как только увидела Афишу, сразу же приобрела билеты, это будет мой новогодний подарок мужу.... Знайте, в этот день, в этот час, в зале буду я,,, я так рада что живу с вами в одну эпоху, слушаю ваш голос,,, благодарю проект Голос за всё... Здоровья вам и божьей блсаглдати🌷🌷🌷"
1898,17846004118124668,"Прости, с прошедшим ❣❣❣❣❣❣ времени нет совсем бегаю как белка, вот вечерами выбираюсь иногда) счастья, крепкой и долгой любви, вы мой эталон отношений в последние время 😍 здоровья и моооре улыбок 💃🏼🙃🙃🙃 хотя я знаю что ты и так каждый день даришь улыбки своему мужу, вообщем огроменного счастья 😀❤️❤️❤️❤️❤️❤️❤️"
